target_id,target_name,target_type,latitude_deg,longitude_deg,priority,release_step,deadline_step,duration,required_mode,required_resolution_m,required_swath_km,min_sun_elevation_deg,energy_cost,original_data_mb,compression_ratio,cooperation_mode,required_observers,max_coordination_gap_steps,observation_duration_seconds,area_width_km,area_height_km,area_orientation_deg,coverage_threshold
train_000757,Train-Target-000757,area,72.98338002,-131.44299363,6,30,167,1,infrared,37.5427,131.9501,-90.0,8.1984,75.6006,0.301650,auto,0,120,20.0,40.5985,19.0712,143.1632,0.95
train_000888,Train-Target-000888,area,-66.09179167,-124.63994150,2,7,55,1,optical,5.3483,10.9989,8.0,7.7106,47.2902,0.291341,auto,0,120,20.0,75.2669,87.7497,47.6439,0.95
train_001058,Train-Target-001058,area,-64.70278361,-136.90086907,1,37,158,1,optical,9.6497,13.0290,8.0,8.0232,76.0704,0.378531,auto,0,120,20.0,219.4145,220.3480,38.0198,0.95
train_000511,Train-Target-000511,area,-44.50797169,64.80871047,9,102,172,1,optical,2.7967,53.2726,8.0,4.7233,59.2342,0.341535,auto,0,120,20.0,44.5080,16.8978,264.9209,0.95
train_000593,Train-Target-000593,point,42.93052190,-35.25250828,7,23,145,1,optical,5.5015,30.5470,8.0,5.3955,69.4501,0.229009,single,1,120,5.0,,,,
train_000391,Train-Target-000391,area,-60.92177281,37.79539240,6,15,84,1,optical,2.3713,34.9882,8.0,7.5435,83.6785,0.323081,auto,0,120,20.0,19.7825,32.8325,355.9184,0.95
train_002432,Train-Target-002432,point,-33.34745995,69.00661835,4,71,132,1,infrared,19.2018,84.3405,-90.0,6.2283,27.2430,0.420717,single,1,120,5.0,,,,
train_002860,Train-Target-002860,area,48.01798781,-138.03323427,8,42,151,1,optical,6.5329,12.7714,8.0,4.7835,50.1260,0.377633,auto,0,120,20.0,272.5013,206.6670,75.7047,0.95
train_002027,Train-Target-002027,area,54.31318107,169.90321865,2,161,209,1,sar,18.8466,62.4832,-90.0,6.6806,62.7538,0.306568,auto,0,120,20.0,152.4932,141.8210,99.5062,0.95
train_000378,Train-Target-000378,area,-20.63635211,9.28098797,10,153,237,1,infrared,37.9513,91.3975,-90.0,5.7253,71.1505,0.278776,auto,0,120,20.0,30.9756,15.4241,85.5650,0.95
train_002160,Train-Target-002160,point,-40.51444155,161.83160258,7,123,170,1,sar,18.9495,36.2930,-90.0,5.2164,49.1841,0.311563,sequential,2,120,5.0,,,,
train_000703,Train-Target-000703,area,-29.19192233,-112.42844265,8,134,206,1,optical,4.6372,50.5277,8.0,5.9037,35.9279,0.344236,auto,0,120,20.0,40.4715,24.4328,138.2688,0.95
train_000711,Train-Target-000711,area,19.91375448,149.45524163,7,99,199,1,optical,6.9027,55.2217,8.0,5.4041,54.2611,0.356714,auto,0,120,20.0,255.6819,147.8157,187.0450,0.95
train_001278,Train-Target-001278,area,53.92653620,21.04667730,9,130,184,1,optical,5.1089,48.5408,8.0,8.0515,42.4215,0.273069,auto,0,120,20.0,223.1840,264.6434,229.7700,0.95
train_002249,Train-Target-002249,area,23.92044300,147.03688433,10,79,195,1,optical,2.4617,34.0393,8.0,6.2369,21.9719,0.390884,auto,0,120,20.0,30.4977,25.1116,185.3571,0.95
train_002073,Train-Target-002073,area,-5.89447004,-49.79839581,8,39,92,1,sar,8.4664,109.5372,-90.0,8.2620,89.1104,0.324282,auto,0,120,20.0,271.9827,285.5049,35.1253,0.95
train_000293,Train-Target-000293,point,-30.31621755,71.39475036,8,92,179,1,optical,9.3082,33.4237,8.0,7.6274,81.8567,0.386249,sequential,2,120,5.0,,,,
train_000442,Train-Target-000442,area,12.93494061,45.85668064,9,76,227,1,optical,3.1115,51.9693,8.0,6.4403,32.6646,0.403880,auto,0,120,20.0,51.9560,105.8901,34.3680,0.95
train_001419,Train-Target-001419,area,22.09703659,134.08022166,10,77,182,1,sar,8.7099,99.0777,-90.0,7.9665,52.7681,0.254835,auto,0,120,20.0,219.6863,250.1069,107.4866,0.95
train_001651,Train-Target-001651,area,-22.40121574,169.34345270,6,70,172,1,sar,17.6947,52.1938,-90.0,8.3346,63.5419,0.429640,auto,0,120,20.0,56.4773,129.2682,274.9524,0.95
train_001390,Train-Target-001390,area,16.90454926,22.76056137,8,85,187,1,optical,8.1021,37.6053,8.0,7.8449,23.5041,0.250346,auto,0,120,20.0,114.9469,60.7498,316.0158,0.95
train_001605,Train-Target-001605,point,30.03945057,161.78420444,1,127,216,1,sar,14.7282,86.7582,-90.0,5.6776,43.1433,0.403592,single,1,120,5.0,,,,
train_001937,Train-Target-001937,point,-61.55273776,-91.37931490,2,52,198,1,optical,9.2419,37.7030,8.0,5.6371,76.2384,0.416006,single,1,120,5.0,,,,
train_000235,Train-Target-000235,area,-8.09065631,173.46630749,3,12,122,1,optical,6.4756,55.4496,8.0,5.7145,82.3674,0.225332,auto,0,120,20.0,36.6801,20.4103,23.0648,0.95
train_002511,Train-Target-002511,point,40.08679814,35.12134492,1,15,172,1,sar,19.4678,68.8576,-90.0,6.9122,34.9866,0.356034,single,1,120,5.0,,,,
train_002514,Train-Target-002514,area,-85.32322476,1.31248955,4,19,155,1,sar,20.7101,58.1480,-90.0,5.8530,27.4483,0.224346,auto,0,120,20.0,34.8626,27.1253,225.3982,0.95
train_000174,Train-Target-000174,point,42.97984823,141.44476340,9,134,178,1,optical,4.8934,23.9378,8.0,6.1047,51.7179,0.192041,single,1,120,5.0,,,,
train_000870,Train-Target-000870,area,39.59087206,-133.59610080,2,118,177,1,optical,7.6063,46.0692,8.0,6.7208,49.9752,0.272564,auto,0,120,20.0,54.1539,133.8192,327.2663,0.95
train_001211,Train-Target-001211,point,-3.00968841,-56.51468949,6,2,139,1,infrared,29.6543,59.5913,-90.0,8.0274,88.3492,0.310562,single,1,120,5.0,,,,
train_000024,Train-Target-000024,area,-19.51255875,-129.56680095,5,159,217,1,optical,6.2300,21.2507,8.0,4.5015,20.0436,0.312023,auto,0,120,20.0,47.8123,38.8400,252.2367,0.95
train_001290,Train-Target-001290,area,2.50723531,-62.34178938,8,88,174,1,optical,5.1462,24.6939,8.0,8.2034,48.2222,0.401261,auto,0,120,20.0,118.5803,66.6095,251.6462,0.95
train_003016,Train-Target-003016,area,36.25448619,58.66761970,3,93,224,1,optical,5.4533,43.8673,8.0,5.6734,77.6866,0.426613,auto,0,120,20.0,31.5309,39.2611,125.3690,0.95
train_002628,Train-Target-002628,point,-31.36569354,-20.68885748,4,66,192,1,optical,2.7355,56.3541,8.0,7.2765,47.3003,0.322119,single,1,120,5.0,,,,
train_001839,Train-Target-001839,area,14.60329947,31.96458488,5,16,119,1,sar,11.7573,71.7308,-90.0,6.5691,66.5992,0.317375,auto,0,120,20.0,33.1097,30.4558,122.1038,0.95
train_000388,Train-Target-000388,area,76.55625784,-117.16280184,4,0,90,1,optical,5.0815,43.7398,8.0,8.0538,25.1841,0.279938,auto,0,120,20.0,272.2856,248.7131,74.2046,0.95
train_000717,Train-Target-000717,area,40.20755337,-153.10913586,9,164,209,1,sar,16.9171,40.6604,-90.0,5.8326,85.5316,0.181516,auto,0,120,20.0,290.8404,261.1076,126.6306,0.95
train_001978,Train-Target-001978,point,59.07073937,-148.88417511,3,2,156,1,optical,5.3040,23.1660,8.0,6.1221,86.5257,0.296498,sequential,2,120,5.0,,,,
train_000759,Train-Target-000759,point,15.12115593,-84.19628615,3,18,81,1,sar,16.9680,63.2668,-90.0,6.6275,66.0983,0.354281,single,1,120,5.0,,,,
train_001947,Train-Target-001947,area,50.57912157,139.60490732,4,9,51,1,optical,6.8833,34.5248,8.0,7.8542,55.0397,0.215259,auto,0,120,20.0,108.7666,112.9154,180.0827,0.95
train_002650,Train-Target-002650,area,-33.17397062,-87.21791700,1,21,156,1,infrared,23.7283,98.9518,-90.0,4.5408,64.8684,0.318479,auto,0,120,20.0,225.4426,288.5194,102.0474,0.95
train_000439,Train-Target-000439,area,18.68220768,56.36340254,6,19,133,1,optical,6.2390,34.8349,8.0,6.7819,45.1150,0.193249,auto,0,120,20.0,14.9016,21.4311,172.7780,0.95
train_001467,Train-Target-001467,area,-41.12520115,-133.56937366,8,17,120,1,optical,5.2209,49.7240,8.0,6.9306,22.5879,0.368867,auto,0,120,20.0,78.1571,84.9748,183.9476,0.95
train_001262,Train-Target-001262,area,-74.67187742,173.27516866,1,71,227,1,sar,9.5675,30.3575,-90.0,6.4345,65.0920,0.310036,auto,0,120,20.0,230.5761,292.4072,46.6885,0.95
train_000811,Train-Target-000811,point,61.38068146,-146.73566546,7,4,159,1,optical,6.7151,59.6283,8.0,4.8179,41.2036,0.251261,simultaneous,2,120,5.0,,,,
train_002890,Train-Target-002890,area,-47.30596559,121.82940443,6,52,132,1,sar,14.2584,28.9692,-90.0,6.3249,76.8932,0.190464,auto,0,120,20.0,287.5818,242.5905,167.7704,0.95
train_002299,Train-Target-002299,area,18.41836211,-25.53521068,2,37,116,1,optical,5.6195,63.4990,8.0,6.2839,87.0567,0.442817,auto,0,120,20.0,22.3743,45.2242,133.4252,0.95
train_000783,Train-Target-000783,area,10.61055995,138.04336525,9,128,202,1,optical,7.5444,24.0750,8.0,5.3994,76.0052,0.441663,auto,0,120,20.0,244.5960,157.6510,324.7672,0.95
train_002101,Train-Target-002101,area,24.62269888,-42.67367061,9,125,197,1,sar,20.8069,52.4212,-90.0,8.1005,68.7061,0.374999,auto,0,120,20.0,129.9333,128.8303,184.3762,0.95
train_002768,Train-Target-002768,area,-46.21116223,-156.91161355,3,86,204,1,optical,5.9146,41.5313,8.0,5.9196,34.9669,0.415156,auto,0,120,20.0,62.0249,69.0507,230.0792,0.95
train_001421,Train-Target-001421,point,-14.47262458,100.21870056,6,19,149,1,optical,2.1786,15.7790,8.0,4.6398,58.0234,0.228690,single,1,120,5.0,,,,
train_000858,Train-Target-000858,area,14.40823619,-7.12348204,1,73,148,1,optical,5.2444,18.6229,8.0,6.1085,89.5841,0.301933,auto,0,120,20.0,97.5654,92.1530,267.0677,0.95
train_002711,Train-Target-002711,area,-53.22796194,-2.51930697,8,50,126,1,optical,4.6960,61.6342,8.0,6.6062,51.8909,0.329102,auto,0,120,20.0,229.5108,234.1375,166.8930,0.95
train_000211,Train-Target-000211,area,-5.66108566,-160.98229741,9,105,147,1,optical,9.8894,52.4774,8.0,5.1748,50.6560,0.364420,auto,0,120,20.0,196.7791,274.5513,358.2944,0.95
train_001830,Train-Target-001830,area,-55.10138039,-153.42297141,6,26,92,1,optical,8.5543,63.3954,8.0,5.1527,29.5237,0.348993,auto,0,120,20.0,247.6997,180.8840,47.6732,0.95
train_000715,Train-Target-000715,point,2.33300266,100.25867428,3,98,144,1,optical,2.5598,51.6261,8.0,4.5227,71.5200,0.449391,single,1,120,5.0,,,,
train_001164,Train-Target-001164,point,62.04928629,157.83042124,7,133,214,1,optical,7.6222,48.6692,8.0,4.5582,35.1968,0.399498,simultaneous,2,120,5.0,,,,
train_001955,Train-Target-001955,area,11.78588721,58.83296942,10,44,187,1,optical,8.9321,21.7749,8.0,6.3000,61.1809,0.300619,auto,0,120,20.0,42.6856,17.9023,180.8778,0.95
train_001935,Train-Target-001935,area,24.77788958,-176.57048374,6,30,184,1,sar,16.0499,96.4823,-90.0,5.9629,40.2831,0.428737,auto,0,120,20.0,164.3067,228.1194,309.3950,0.95
train_000584,Train-Target-000584,point,-12.16936293,-58.70402805,4,95,237,1,optical,6.5958,48.9856,8.0,5.2481,44.4880,0.418421,single,1,120,5.0,,,,
train_001441,Train-Target-001441,point,-21.77677340,-31.98103525,9,77,204,1,sar,11.9566,32.6143,-90.0,6.5851,77.0954,0.327050,sequential,2,120,5.0,,,,
train_000956,Train-Target-000956,area,-7.57814311,2.36518290,8,27,144,1,optical,3.7279,15.1777,8.0,8.0502,70.8396,0.317330,auto,0,120,20.0,12.4206,47.2915,43.2921,0.95
train_000846,Train-Target-000846,area,-5.03378935,-31.02807464,2,5,116,1,optical,5.7497,18.3146,8.0,4.7518,32.6872,0.391883,auto,0,120,20.0,57.4897,55.1622,192.6882,0.95
train_000004,Train-Target-000004,area,-24.17012209,49.03010544,2,17,140,1,optical,7.3499,12.4412,8.0,6.2450,25.1018,0.274416,auto,0,120,20.0,136.2967,127.0345,174.1897,0.95
train_001008,Train-Target-001008,area,17.63785637,147.94376110,5,67,141,1,optical,5.1665,46.5906,8.0,7.6935,78.4370,0.244530,auto,0,120,20.0,235.5480,184.5384,308.9566,0.95
train_002443,Train-Target-002443,area,-31.13892214,120.49630519,7,43,137,1,sar,16.8578,51.9604,-90.0,4.5007,32.1788,0.433562,auto,0,120,20.0,133.3027,64.6140,247.4357,0.95
train_001777,Train-Target-001777,area,-7.31868672,110.86167124,7,134,194,1,optical,7.2874,46.0101,8.0,7.7452,52.5899,0.241665,auto,0,120,20.0,110.8083,59.6085,348.9413,0.95
train_000839,Train-Target-000839,point,12.91294745,-50.18016641,10,25,109,1,optical,7.8241,13.3682,8.0,6.6907,32.7087,0.240829,sequential,2,120,5.0,,,,
train_000134,Train-Target-000134,area,-2.37580990,-68.86628882,4,41,158,1,sar,21.4540,68.5542,-90.0,7.6951,30.9910,0.191979,auto,0,120,20.0,231.4967,253.9282,162.5588,0.95
train_002524,Train-Target-002524,point,-27.57159478,-48.38027317,4,90,167,1,optical,4.1103,29.8115,8.0,7.2262,75.5799,0.366766,single,1,120,5.0,,,,
train_002886,Train-Target-002886,area,12.72606646,-119.97053586,5,13,135,1,sar,21.0634,73.9623,-90.0,5.0096,26.9858,0.333804,auto,0,120,20.0,78.0632,59.8033,63.8171,0.95
train_002877,Train-Target-002877,area,-75.81266256,141.80951588,8,1,95,1,optical,5.1953,53.2009,8.0,5.6764,66.7589,0.385197,auto,0,120,20.0,241.4429,213.9534,120.8742,0.95
train_001108,Train-Target-001108,area,12.55515053,97.83222473,1,73,217,1,optical,6.0971,22.8738,8.0,5.9430,35.9934,0.442059,auto,0,120,20.0,31.3652,31.5438,4.6793,0.95
train_000315,Train-Target-000315,point,-38.99450416,179.93017433,6,23,103,1,sar,10.9766,98.3407,-90.0,7.0404,54.5955,0.368456,single,1,120,5.0,,,,
train_000731,Train-Target-000731,area,-38.61215519,-133.73186849,9,63,180,1,sar,12.7976,71.3050,-90.0,4.5650,51.1655,0.259868,auto,0,120,20.0,59.4941,103.1638,262.6264,0.95
train_001817,Train-Target-001817,area,-54.12709430,-24.35328457,1,26,123,1,optical,4.7412,60.5276,8.0,6.8144,40.6863,0.446101,auto,0,120,20.0,109.8256,114.6783,138.8773,0.95
train_002769,Train-Target-002769,point,-12.49023200,14.04921750,4,95,224,1,optical,4.4689,33.1075,8.0,6.1082,69.4871,0.348754,single,1,120,5.0,,,,
train_000570,Train-Target-000570,point,-11.86421587,-137.18394077,6,68,190,1,optical,6.4450,46.8612,8.0,7.7901,32.6262,0.341387,simultaneous,2,120,5.0,,,,
train_002383,Train-Target-002383,area,-53.20982088,-45.58002326,6,101,170,1,optical,6.6382,59.4173,8.0,5.8892,63.2858,0.336704,auto,0,120,20.0,78.3416,97.9475,136.1448,0.95
train_001059,Train-Target-001059,area,-49.20279132,-89.11551083,7,84,225,1,optical,5.1202,39.2717,8.0,5.8627,89.1993,0.274010,auto,0,120,20.0,16.5261,39.0321,336.3556,0.95
train_000153,Train-Target-000153,point,-13.81873362,-8.10001199,8,114,232,1,optical,6.8402,53.6231,8.0,7.1198,60.8829,0.237247,single,1,120,5.0,,,,
train_000501,Train-Target-000501,area,-5.31182038,178.29992328,2,58,191,1,optical,3.9802,45.0710,8.0,7.2356,41.7899,0.242015,auto,0,120,20.0,75.0839,81.2488,307.6486,0.95
train_001790,Train-Target-001790,area,-45.81377924,61.84998432,10,52,204,1,sar,21.8522,45.0478,-90.0,5.2641,29.4291,0.348692,auto,0,120,20.0,201.1066,164.4090,56.8766,0.95
train_001063,Train-Target-001063,point,18.77199600,34.78821698,3,12,95,1,optical,2.8878,59.1492,8.0,7.0182,35.8844,0.223843,single,1,120,5.0,,,,
train_002347,Train-Target-002347,area,-38.55265857,-1.54116766,3,66,200,1,sar,17.0172,53.8630,-90.0,5.5454,68.0210,0.440558,auto,0,120,20.0,211.7770,164.9596,69.7608,0.95
train_002721,Train-Target-002721,area,-41.42418663,-13.43978447,5,151,233,1,optical,6.8905,22.7641,8.0,4.9043,23.0854,0.201413,auto,0,120,20.0,42.2942,42.8902,255.1488,0.95
train_000377,Train-Target-000377,area,-27.66209994,93.84440378,2,56,178,1,optical,6.7231,38.1568,8.0,7.6366,58.7749,0.403430,auto,0,120,20.0,208.8349,184.7731,288.8548,0.95
train_002929,Train-Target-002929,area,-44.96069368,95.87930986,5,83,190,1,sar,20.3961,90.6157,-90.0,6.8681,51.4522,0.391343,auto,0,120,20.0,36.5311,43.7301,189.3152,0.95
train_001596,Train-Target-001596,point,13.22799340,-95.29287913,3,21,145,1,sar,16.2442,56.6897,-90.0,6.7198,76.1580,0.200614,single,1,120,5.0,,,,
train_000451,Train-Target-000451,point,12.60471457,103.88963532,8,26,104,1,sar,17.0709,85.8572,-90.0,6.4264,68.1730,0.181891,sequential,2,120,5.0,,,,
train_002843,Train-Target-002843,area,67.33660951,50.49330020,6,0,145,1,optical,2.9126,29.3736,8.0,5.7841,84.8067,0.249897,auto,0,120,20.0,110.6250,59.2628,84.5061,0.95
train_001310,Train-Target-001310,area,43.66159328,-41.37361326,5,85,190,1,sar,18.3872,56.4082,-90.0,5.6567,47.2399,0.343537,auto,0,120,20.0,131.7219,77.9307,205.7440,0.95
train_000727,Train-Target-000727,point,-4.67203216,-88.29864775,4,11,105,1,optical,8.0672,32.4678,8.0,5.9156,70.0676,0.244963,single,1,120,5.0,,,,
train_001807,Train-Target-001807,point,52.67042285,42.35192237,6,87,207,1,optical,5.3000,21.6767,8.0,8.0089,29.9597,0.308250,simultaneous,2,120,5.0,,,,
train_001571,Train-Target-001571,point,41.55178182,-38.55306359,6,116,188,1,optical,7.7723,34.7331,8.0,6.7169,34.2163,0.386761,single,1,120,5.0,,,,
train_000448,Train-Target-000448,area,17.27551524,-63.43772636,6,63,195,1,optical,8.9851,12.9570,8.0,5.0068,57.8760,0.300318,auto,0,120,20.0,25.1840,21.3368,359.8308,0.95
train_002032,Train-Target-002032,area,-44.77864507,133.77189054,10,86,206,1,infrared,20.5238,82.3904,-90.0,5.0368,53.7011,0.305688,auto,0,120,20.0,169.8553,255.6413,355.2842,0.95
train_001816,Train-Target-001816,point,-57.78206414,-8.18187202,3,127,200,1,optical,7.5576,14.9718,8.0,8.0702,64.2165,0.236181,single,1,120,5.0,,,,
train_002752,Train-Target-002752,area,2.70393396,-136.41479647,4,68,112,1,sar,15.7114,68.7275,-90.0,7.1028,46.0538,0.335755,auto,0,120,20.0,15.4486,22.9653,150.2587,0.95
train_000311,Train-Target-000311,area,-74.04397720,154.87801687,7,46,180,1,sar,13.5459,47.2149,-90.0,7.1080,37.2582,0.268650,auto,0,120,20.0,29.9574,26.8543,340.4277,0.95
train_000985,Train-Target-000985,area,30.65933280,-120.98760525,8,15,118,1,optical,2.4876,10.2619,8.0,7.7694,64.0615,0.384185,auto,0,120,20.0,132.7217,112.3568,80.6386,0.95
train_001629,Train-Target-001629,area,5.61862681,164.29488409,7,93,233,1,sar,14.7467,31.5058,-90.0,7.2795,52.9723,0.193848,auto,0,120,20.0,224.8670,197.3613,296.3937,0.95
train_000852,Train-Target-000852,area,10.46721407,-39.20712194,10,7,106,1,infrared,24.5088,129.9529,-90.0,6.7762,83.4881,0.266311,auto,0,120,20.0,77.4856,97.0033,283.0502,0.95
train_000952,Train-Target-000952,area,-66.45575909,-34.68040616,8,45,151,1,optical,3.0804,61.0776,8.0,7.8795,27.8106,0.241748,auto,0,120,20.0,12.0523,12.5909,69.6785,0.95
train_003038,Train-Target-003038,area,18.71665187,-102.37706298,6,26,153,1,sar,16.6014,107.2045,-90.0,5.2393,66.6574,0.255905,auto,0,120,20.0,38.1327,29.2625,177.0358,0.95
train_000683,Train-Target-000683,area,50.16596178,122.47507964,6,90,135,1,optical,6.8115,43.3318,8.0,7.7532,44.8919,0.268975,auto,0,120,20.0,127.6597,125.9858,343.0474,0.95
train_002307,Train-Target-002307,area,-1.22936809,179.07245983,2,72,222,1,sar,13.4389,104.1296,-90.0,5.8680,41.8675,0.434471,auto,0,120,20.0,94.1780,104.1422,92.4613,0.95
train_000648,Train-Target-000648,area,1.58378222,158.65473931,10,38,152,1,optical,3.9680,18.2578,8.0,4.8770,38.8323,0.412338,auto,0,120,20.0,23.8729,19.3863,33.9733,0.95
train_000913,Train-Target-000913,area,-12.69164774,-80.78681770,6,110,207,1,optical,7.0704,45.6721,8.0,7.8334,22.7397,0.321082,auto,0,120,20.0,80.9573,65.8601,90.8975,0.95
train_000737,Train-Target-000737,area,-43.80116622,17.03256696,6,175,225,1,sar,9.6084,81.1069,-90.0,4.8360,25.4383,0.443242,auto,0,120,20.0,278.2433,198.2383,179.1637,0.95
train_000374,Train-Target-000374,point,14.01457454,-90.32032426,2,131,234,1,optical,3.4262,39.6248,8.0,7.0809,49.2104,0.366341,single,1,120,5.0,,,,
train_000739,Train-Target-000739,area,-67.92068656,102.59545293,9,80,184,1,optical,6.4392,23.6041,8.0,6.6238,32.8064,0.432761,auto,0,120,20.0,267.5556,152.3770,18.5902,0.95
train_001183,Train-Target-001183,area,46.49159418,54.56818525,9,170,220,1,optical,5.4112,23.1491,8.0,5.0593,56.7020,0.380821,auto,0,120,20.0,222.9050,253.2319,219.5790,0.95
train_002311,Train-Target-002311,area,13.23170981,144.44965621,7,59,149,1,optical,6.1462,13.0678,8.0,4.7025,60.2410,0.290502,auto,0,120,20.0,23.4003,24.8202,64.8846,0.95
train_002548,Train-Target-002548,area,12.74424426,38.75987560,7,87,149,1,sar,12.5107,100.6007,-90.0,7.5681,45.6852,0.395218,auto,0,120,20.0,257.0956,225.3293,331.0370,0.95
train_001473,Train-Target-001473,area,51.88703045,-134.87314689,7,89,181,1,optical,9.2486,57.1320,8.0,7.5355,34.4345,0.182061,auto,0,120,20.0,254.2992,142.2722,187.9418,0.95
train_002096,Train-Target-002096,area,-8.95215577,-140.44171194,7,44,135,1,optical,8.8942,54.9994,8.0,4.7072,27.9317,0.310306,auto,0,120,20.0,298.0690,145.9840,11.4623,0.95
train_001453,Train-Target-001453,area,15.39876733,-53.52367261,4,32,74,1,optical,9.6678,23.3483,8.0,8.2790,33.7907,0.193973,auto,0,120,20.0,44.5935,44.7306,328.3653,0.95
train_002499,Train-Target-002499,area,1.46482566,-66.48593811,3,121,163,1,optical,5.3137,12.0251,8.0,4.6156,84.6288,0.398505,auto,0,120,20.0,246.1270,152.1322,39.1208,0.95
train_000434,Train-Target-000434,area,-51.89317533,131.72916813,4,73,216,1,sar,18.4403,108.2471,-90.0,4.9857,20.7407,0.422940,auto,0,120,20.0,213.0884,269.6044,224.7891,0.95
train_000600,Train-Target-000600,area,13.67644629,152.01373047,1,2,60,1,optical,6.9277,27.4569,8.0,8.3367,80.5253,0.194556,auto,0,120,20.0,90.7620,73.3443,50.0846,0.95
train_002689,Train-Target-002689,area,-5.73030768,164.84435720,2,119,211,1,optical,2.2882,23.0396,8.0,4.9240,24.8267,0.328028,auto,0,120,20.0,47.7383,26.0021,344.2494,0.95
train_002104,Train-Target-002104,point,57.76791917,52.39521325,4,134,192,1,optical,7.1056,14.6331,8.0,8.1527,79.2709,0.352233,sequential,2,120,5.0,,,,
train_000681,Train-Target-000681,area,-39.19252879,-147.36795969,2,63,149,1,optical,9.5877,18.1139,8.0,6.3930,85.0657,0.260998,auto,0,120,20.0,72.1677,86.6952,216.9255,0.95
train_002295,Train-Target-002295,point,-39.43819052,69.87450236,7,20,128,1,optical,4.4196,37.4646,8.0,8.1060,43.0267,0.347404,single,1,120,5.0,,,,
train_001475,Train-Target-001475,area,-38.40303760,-162.16950336,2,151,233,1,optical,2.9305,21.1966,8.0,5.1954,77.8458,0.247110,auto,0,120,20.0,77.1094,100.6428,214.4912,0.95
train_001948,Train-Target-001948,area,-36.99277385,123.11806203,5,13,81,1,infrared,29.3325,66.6527,-90.0,5.6817,85.4179,0.421903,auto,0,120,20.0,114.7615,72.4679,213.5890,0.95
train_001294,Train-Target-001294,area,0.14668451,41.12793071,6,102,184,1,sar,20.8628,57.0713,-90.0,7.5854,41.3976,0.232253,auto,0,120,20.0,16.5931,22.5228,127.2791,0.95
